
Standard & Poors 500 Index,Last: 4246.5898,Change:  -8.5602
"Date: June 16, 2021, 7:34 AM EDT",Bid: 4207.4399,Ask: 4288.2002,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Jun 16 2021,SPXW210616C03775000,454.4,0,469,470.2,0,0,0.9972,0,4,3775.00,SPXW210616P03775000,0.1,-0.05,0,0.05,26,0.9287,-0.0006,0,729
Wed Jun 16 2021,SPXW210616C03780000,0,0,464,465.2,0,0,0.9972,0,6,3780.00,SPXW210616P03780000,0.15,0,0,0.05,0,0.9204,-0.0006,0,2278
Wed Jun 16 2021,SPXW210616C03790000,0,0,454,455.2,0,0,0.9972,0,0,3790.00,SPXW210616P03790000,0.1,-0.05,0,0.05,31,0.9018,-0.0006,0,1010
Wed Jun 16 2021,SPXW210616C03800000,429.3,0,444,445.2,0,0,0.9971,0.0001,9,3800.00,SPXW210616P03800000,0.1,-0.075,0,0.05,327,0.8834,-0.0006,0,2959
Wed Jun 16 2021,SPXW210616C03805000,0,0,439,440.2,0,0,0.9971,0.0001,0,3805.00,SPXW210616P03805000,0.1,-0.075,0,0.05,250,0.8694,-0.0006,0,411
Wed Jun 16 2021,SPXW210616C03810000,0,0,434,435.2,0,0,0.9971,0.0001,0,3810.00,SPXW210616P03810000,0.1,-0.075,0,0.05,672,0.896,-0.0006,0,1144
Wed Jun 16 2021,SPXW210616C03815000,425.25,0,429,430.2,0,0,0.997,0.0001,10,3815.00,SPXW210616P03815000,0.1,-0.1,0,0.05,205,0.8859,-0.0007,0,472
Wed Jun 16 2021,SPXW210616C03820000,0,0,424,425.2,0,0,0.997,0.0001,0,3820.00,SPXW210616P03820000,0.1,-0.1,0,0.05,216,0.8759,-0.0007,0,755
Wed Jun 16 2021,SPXW210616C03825000,0,0,419,420.2,0,0,0.997,0.0001,0,3825.00,SPXW210616P03825000,0.1,-0.075,0,0.05,264,0.8658,-0.0007,0,1417
Wed Jun 16 2021,SPXW210616C03830000,0,0,414,415.2,0,0,0.997,0.0001,0,3830.00,SPXW210616P03830000,0.1,-0.1,0,0.05,43,0.8557,-0.0007,0,256
Wed Jun 16 2021,SPXW210616C03835000,0,0,409,410.2,0,0,0.9969,0.0001,0,3835.00,SPXW210616P03835000,0.25,0,0,0.05,0,0.8458,-0.0007,0,200
Wed Jun 16 2021,SPXW210616C03840000,0,0,404,405.2,0,0,0.9969,0.0001,0,3840.00,SPXW210616P03840000,0.1,-0.1,0,0.05,235,0.8357,-0.0007,0,6127
Wed Jun 16 2021,SPXW210616C03845000,0,0,399,400.2,0,0,0.9968,0.0001,0,3845.00,SPXW210616P03845000,0.1,-0.125,0,0.05,229,0.8257,-0.0007,0,347
Wed Jun 16 2021,SPXW210616C03850000,0,0,394,395.2,0,0,0.9968,0.0001,1,3850.00,SPXW210616P03850000,0.1,-0.125,0,0.05,2615,0.8156,-0.0007,0,4921
Wed Jun 16 2021,SPXW210616C03855000,0,0,389,390.2,0,0,0.9967,0.0001,0,3855.00,SPXW210616P03855000,0.25,0,0,0.05,0,0.8056,-0.0007,0,7
Wed Jun 16 2021,SPXW210616C03860000,0,0,384,385.2,0,0,0.9967,0.0001,6,3860.00,SPXW210616P03860000,0.1,-0.15,0,0.05,5,0.8272,-0.0007,0,242
Wed Jun 16 2021,SPXW210616C03865000,0,0,379,380.2,0,0,0.9967,0.0001,0,3865.00,SPXW210616P03865000,0.1,-0.15,0,0.05,35,0.8279,-0.0008,0,68
Wed Jun 16 2021,SPXW210616C03870000,0,0,374,375.2,0,0,0.9967,0.0001,0,3870.00,SPXW210616P03870000,0.25,0,0,0.1,0,0.7932,-0.0013,0,1393
Wed Jun 16 2021,SPXW210616C03875000,0,0,369,370.2,0,0,0.9966,0.0001,0,3875.00,SPXW210616P03875000,0.1,-0.125,0,0.1,22,0.783,-0.0013,0,1627
Wed Jun 16 2021,SPXW210616C03880000,0,0,364,365.2,0,0,0.9966,0.0001,0,3880.00,SPXW210616P03880000,0.15,-0.1,0,0.1,11,0.7725,-0.0014,0,227
Wed Jun 16 2021,SPXW210616C03885000,0,0,359,360.2,0,0,0.9966,0.0001,0,3885.00,SPXW210616P03885000,0.25,-0.075,0,0.1,0,0.9,-0.0014,0,4107
Wed Jun 16 2021,SPXW210616C03890000,0,0,354,355.2,0,0,0.9965,0.0001,0,3890.00,SPXW210616P03890000,0.1,-0.1,0,0.1,240,0.8901,-0.0014,0,722
Wed Jun 16 2021,SPXW210616C03895000,0,0,349,350.2,0,0,0.9964,0.0001,0,3895.00,SPXW210616P03895000,0.15,-0.125,0,0.1,615,0.7429,-0.0014,0,781
Wed Jun 16 2021,SPXW210616C03900000,339.95,0,344,345.2,0,0,0.9964,0.0001,2,3900.00,SPXW210616P03900000,0.15,-0.125,0,0.1,269,0.7338,-0.0015,0,1972
Wed Jun 16 2021,SPXW210616C03905000,0,0,339,340.2,0,0,0.9963,0.0001,0,3905.00,SPXW210616P03905000,0.15,-0.15,0,0.1,105,0.7245,-0.0015,0,102
Wed Jun 16 2021,SPXW210616C03910000,0,0,334,335.2,0,0,0.9963,0.0001,0,3910.00,SPXW210616P03910000,0.3,0,0,0.1,0,0.7116,-0.0015,0,25
Wed Jun 16 2021,SPXW210616C03915000,0,0,329,330.2,0,0,0.9963,0.0001,0,3915.00,SPXW210616P03915000,0.3,0,0,0.1,0,0.7025,-0.0015,0,95
Wed Jun 16 2021,SPXW210616C03920000,0,0,324,325.2,0,0,0.9962,0.0001,0,3920.00,SPXW210616P03920000,0.2,-0.1,0,0.1,16,0.6893,-0.0014,0,399
Wed Jun 16 2021,SPXW210616C03925000,0,0,319,320.2,0,0,0.9962,0.0001,0,3925.00,SPXW210616P03925000,0.26,0,0,0.1,0,0.6796,-0.0015,0,3727
Wed Jun 16 2021,SPXW210616C03930000,310.58,0,314,315.2,0,0,0.9972,0.0001,3,3930.00,SPXW210616P03930000,0.25,-0.05,0,0.1,101,0.6701,-0.0015,0,541
Wed Jun 16 2021,SPXW210616C03935000,0,0,309,310.2,0,0,0.9972,0.0001,0,3935.00,SPXW210616P03935000,0.17,-0.13,0,0.1,44,0.6604,-0.0015,0,241
Wed Jun 16 2021,SPXW210616C03940000,0,0,304,305.2,0,0,0.9971,0.0001,0,3940.00,SPXW210616P03940000,0.2,-0.1,0,0.1,27,0.6507,-0.0016,0,131
Wed Jun 16 2021,SPXW210616C03945000,0,0,299,300.2,0,0,0.9971,0.0001,0,3945.00,SPXW210616P03945000,0.2,-0.125,0,0.1,13,0.6417,-0.0016,0,93
Wed Jun 16 2021,SPXW210616C03950000,0,0,294,295.2,0,0,0.9971,0.0001,0,3950.00,SPXW210616P03950000,0.2,-0.125,0,0.1,1020,0.6317,-0.0016,0.0001,5958
Wed Jun 16 2021,SPXW210616C03955000,0,0,289,290.2,0,0,0.9947,0.0001,0,3955.00,SPXW210616P03955000,0.25,-0.1,0,0.1,1,0.6202,-0.0016,0.0001,206
Wed Jun 16 2021,SPXW210616C03960000,0,0,284,285.2,0,0,0.9946,0.0001,0,3960.00,SPXW210616P03960000,0.25,-0.1,0,0.1,5,0.6117,-0.0017,0.0001,1816
Wed Jun 16 2021,SPXW210616C03965000,0,0,279,280.2,0,0,0.9945,0.0001,0,3965.00,SPXW210616P03965000,0.2,-0.15,0,0.1,156,0.6017,-0.0017,0.0001,223
Wed Jun 16 2021,SPXW210616C03970000,0,0,274,275.2,0,0,0.9945,0.0001,1,3970.00,SPXW210616P03970000,0.3,-0.05,0,0.1,63,0.5908,-0.0017,0.0001,136
Wed Jun 16 2021,SPXW210616C03975000,0,0,269,270.2,0,0,0.9944,0.0001,0,3975.00,SPXW210616P03975000,0.3,-0.05,0,0.1,1756,0.582,-0.0018,0.0001,4377
Wed Jun 16 2021,SPXW210616C03980000,0,0,264,265.2,0,0,0.9943,0.0001,0,3980.00,SPXW210616P03980000,0.3,-0.125,0.05,0.15,175,0.7235,-0.0033,0.0001,371
Wed Jun 16 2021,SPXW210616C03985000,0,0,259,260.2,0,0,0.9942,0.0002,0,3985.00,SPXW210616P03985000,0.3,-0.15,0.05,0.15,324,0.7161,-0.0033,0.0001,691
Wed Jun 16 2021,SPXW210616C03990000,0,0,254,255.2,0,0,0.9941,0.0002,1,3990.00,SPXW210616P03990000,0.25,-0.15,0.1,0.15,52,0.7129,-0.004,0.0001,1234
Wed Jun 16 2021,SPXW210616C03995000,0,0,249,250.2,0,0,0.9928,0.0002,0,3995.00,SPXW210616P03995000,0.35,-0.05,0.05,0.15,32,0.6402,-0.0035,0.0001,3582
Wed Jun 16 2021,SPXW210616C04000000,204.45,0,244,245.3,0,0,0.9927,0.0002,5,4000.00,SPXW210616P04000000,0.36,-0.175,0.1,0.15,1876,0.6838,-0.0041,0.0001,6342
Wed Jun 16 2021,SPXW210616C04005000,0,0,239,240.3,0,0,0.9926,0.0002,0,4005.00,SPXW210616P04005000,0.3,-0.125,0.05,0.15,49,0.6073,-0.0036,0.0001,178
Wed Jun 16 2021,SPXW210616C04010000,239,4.25,234.1,235.3,4,0,0.9925,0.0002,5,4010.00,SPXW210616P04010000,0.35,-0.075,0.05,0.15,61,0.5958,-0.0037,0.0001,325
Wed Jun 16 2021,SPXW210616C04015000,185,0,229.1,230.3,0,0,0.9923,0.0002,1,4015.00,SPXW210616P04015000,0.39,-0.035,0.05,0.2,189,0.6553,-0.0044,0.0001,373
Wed Jun 16 2021,SPXW210616C04020000,213.5,0,224.1,225.3,0,0,0.9922,0.0002,24,4020.00,SPXW210616P04020000,0.35,-0.1,0.05,0.2,444,0.6264,-0.0045,0.0001,665
Wed Jun 16 2021,SPXW210616C04025000,212.65,0,219.1,220.3,0,0,0.9933,0.0002,10,4025.00,SPXW210616P04025000,0.44,-0.01,0.1,0.2,121,0.6331,-0.0052,0.0002,1551
Wed Jun 16 2021,SPXW210616C04030000,219.07,4.22,214.1,215.3,4,0,0.9932,0.0002,6,4030.00,SPXW210616P04030000,0.45,-0.025,0.1,0.2,175,0.5801,-0.0054,0.0002,1048
Wed Jun 16 2021,SPXW210616C04035000,0,0,209.1,210.3,0,0,0.9917,0.0003,0,4035.00,SPXW210616P04035000,0.45,-0.025,0.1,0.2,133,0.569,-0.0056,0.0002,427
Wed Jun 16 2021,SPXW210616C04040000,0,0,204.1,205.3,0,0,0.9902,0.0003,3,4040.00,SPXW210616P04040000,0.45,-0.05,0.1,0.2,227,0.5548,-0.0056,0.0002,838
Wed Jun 16 2021,SPXW210616C04045000,191.41,0,199.1,200.3,0,0,0.99,0.0003,4,4045.00,SPXW210616P04045000,0.35,-0.225,0.1,0.2,172,0.5348,-0.0058,0.0002,706
Wed Jun 16 2021,SPXW210616C04050000,186.49,0,194.1,195.3,0,0,0.9898,0.0003,32,4050.00,SPXW210616P04050000,0.4,-0.25,0.1,0.25,552,0.585,-0.0066,0.0002,2034
Wed Jun 16 2021,SPXW210616C04055000,181.48,0,189.1,190.3,0,0,0.9883,0.0004,4,4055.00,SPXW210616P04055000,0.45,-0.275,0.15,0.25,126,0.5746,-0.0075,0.0003,475
Wed Jun 16 2021,SPXW210616C04060000,176.51,0,184.1,185.4,0,0,0.988,0.0004,27,4060.00,SPXW210616P04060000,0.5,-0.05,0.15,0.25,91,0.5621,-0.0075,0.0003,885
Wed Jun 16 2021,SPXW210616C04065000,0,0,179.1,180.4,0,0,0.9878,0.0004,0,4065.00,SPXW210616P04065000,0.5,-0.075,0.15,0.25,422,0.5108,-0.0079,0.0003,555
Wed Jun 16 2021,SPXW210616C04070000,180.41,5.46,174.2,175.4,6,0,0.9974,0.0001,96,4070.00,SPXW210616P04070000,0.6,0,0.15,0.3,286,0.5471,-0.0088,0.0003,592
Wed Jun 16 2021,SPXW210616C04075000,146.47,0,169.2,170.4,0,0,0.9973,0.0001,52,4075.00,SPXW210616P04075000,0.6,0,0.15,0.3,338,0.5322,-0.009,0.0003,1181
Wed Jun 16 2021,SPXW210616C04080000,172.02,7.02,164.2,165.4,4,0,0.9952,0.0002,16,4080.00,SPXW210616P04080000,0.63,0.005,0.2,0.3,666,0.5238,-0.0098,0.0004,1102
Wed Jun 16 2021,SPXW210616C04085000,0,0,159.2,160.4,0,0,0.995,0.0002,0,4085.00,SPXW210616P04085000,0.57,-0.08,0.2,0.3,461,0.4851,-0.0104,0.0004,2048
Wed Jun 16 2021,SPXW210616C04090000,160.47,5.42,154.2,155.4,5,0,0.995,0.0002,10,4090.00,SPXW210616P04090000,0.7,0.05,0.2,0.35,623,0.5038,-0.0114,0.0004,879
Wed Jun 16 2021,SPXW210616C04095000,0,0,149.2,150.4,0,0,0.9948,0.0002,0,4095.00,SPXW210616P04095000,0.7,0,0.25,0.35,800,0.4948,-0.0123,0.0005,1957
Wed Jun 16 2021,SPXW210616C04100000,152.07,7.02,144.2,145.5,4,0.3919,0.9969,0.0002,43,4100.00,SPXW210616P04100000,0.7,0,0.25,0.4,2894,0.4803,-0.0137,0.0005,5584
Wed Jun 16 2021,SPXW210616C04105000,127.7,0,139.3,140.5,0,0.4064,0.9945,0.0003,37,4105.00,SPXW210616P04105000,0.75,0,0.3,0.4,112,0.4762,-0.015,0.0006,499
Wed Jun 16 2021,SPXW210616C04110000,131.08,-4.07,134.3,135.5,8,0.395,0.9942,0.0003,114,4110.00,SPXW210616P04110000,0.8,0,0.3,0.4,450,0.4572,-0.0154,0.0006,1480
Wed Jun 16 2021,SPXW210616C04115000,126.6,0,129.3,130.5,0,0.3809,0.9941,0.0003,9,4115.00,SPXW210616P04115000,0.85,0.05,0.35,0.45,1129,0.4551,-0.0176,0.0007,2169
Wed Jun 16 2021,SPXW210616C04120000,126.1,0.85,124.3,125.6,2,0.3858,0.9916,0.0004,37,4120.00,SPXW210616P04120000,0.85,0,0.35,0.5,692,0.4443,-0.0189,0.0008,1146
Wed Jun 16 2021,SPXW210616C04125000,117.7,0,119.3,120.6,0,0.372,0.9913,0.0005,160,4125.00,SPXW210616P04125000,0.9,0,0.4,0.5,2722,0.4306,-0.0201,0.0008,16538
Wed Jun 16 2021,SPXW210616C04130000,109.02,0,114.4,115.6,0,0.3717,0.9887,0.0006,21,4130.00,SPXW210616P04130000,0.85,-0.35,0.45,0.55,1511,0.423,-0.0227,0.0009,1984
Wed Jun 16 2021,SPXW210616C04135000,107.84,-2.56,109.4,110.7,1,0.3683,0.986,0.0007,25,4135.00,SPXW210616P04135000,0.9,-0.15,0.45,0.6,764,0.4076,-0.0244,0.001,1324
Wed Jun 16 2021,SPXW210616C04140000,109.85,4.4,104.5,105.7,18,0.3628,0.9833,0.0008,100,4140.00,SPXW210616P04140000,0.95,-0.305,0.5,0.65,3107,0.4004,-0.027,0.0011,3308
Wed Jun 16 2021,SPXW210616C04145000,103.4,2.85,99.5,100.8,2,0.3559,0.9805,0.001,52,4145.00,SPXW210616P04145000,1.14,-0.295,0.6,0.7,2678,0.3924,-0.0307,0.0013,4058
Wed Jun 16 2021,SPXW210616C04150000,96.63,1.08,94.6,95.9,57,0.3541,0.9756,0.0012,827,4150.00,SPXW210616P04150000,1.1,-0.3,0.65,0.8,1983,0.3829,-0.0345,0.0014,5859
Wed Jun 16 2021,SPXW210616C04155000,90.07,-0.63,89.7,90.9,20,0.3443,0.9725,0.0013,30,4155.00,SPXW210616P04155000,1.23,-0.17,0.7,0.85,1334,0.3685,-0.0373,0.0016,1475
Wed Jun 16 2021,SPXW210616C04160000,92.52,6.67,84.8,86,1,0.3386,0.9672,0.0016,169,4160.00,SPXW210616P04160000,1.25,-0.3,0.8,0.95,2537,0.3616,-0.0427,0.0018,5862
Wed Jun 16 2021,SPXW210616C04165000,79.81,-1.19,79.9,81.2,4,0.335,0.96,0.0019,37,4165.00,SPXW210616P04165000,1.44,-0.355,0.9,1.05,3045,0.3531,-0.0479,0.002,4658
Wed Jun 16 2021,SPXW210616C04170000,79.6,3.4,75,76.3,13,0.3257,0.9542,0.0021,96,4170.00,SPXW210616P04170000,1.58,-0.3,1.05,1.2,3520,0.3446,-0.0555,0.0024,2569
Wed Jun 16 2021,SPXW210616C04175000,71.55,0.15,70.2,71.4,22,0.3183,0.9463,0.0025,376,4175.00,SPXW210616P04175000,1.8,-0.17,1.15,1.35,3640,0.3334,-0.0624,0.0027,4466
Wed Jun 16 2021,SPXW210616C04180000,66.86,0.16,65.4,66.6,13,0.312,0.9362,0.0029,169,4180.00,SPXW210616P04180000,1.9,-0.525,1.35,1.55,6912,0.3257,-0.0723,0.0031,6004
Wed Jun 16 2021,SPXW210616C04185000,64.12,2.22,60.6,61.8,13,0.3038,0.9256,0.0034,56,4185.00,SPXW210616P04185000,2.18,-0.05,1.55,1.75,5996,0.3162,-0.0827,0.0035,4388
Wed Jun 16 2021,SPXW210616C04190000,59.42,2.12,55.8,57.1,26,0.2961,0.9126,0.0039,591,4190.00,SPXW210616P04190000,2.3,-0.15,1.8,2.05,4753,0.3079,-0.0961,0.004,2881
